CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
40529203,DRAGON CITY,BRONX,2102,BARTOW AVE,10475,7186718787,Chinese,5/18/2016,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,9,A,5/18/2016,4/2/2019,Cycle Inspection / Initial Inspection
50015603,LA NUEVA WIN HING RESTAURANT,BRONX,40,E 167TH ST,10452,7189920404,Chinese,2/5/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,22,B,2/5/2018,4/2/2019,Cycle Inspection / Re-inspection
50010284,KAIETEUR RESTAURANT,BRONX,4379,WHITE PLAINS RD,10466,7182318700,Caribbean,4/21/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,32,C,4/21/2016,4/2/2019,Cycle Inspection / Re-inspection
41447492,JIMBO'S HAMBURGER PALACE,BRONX,1025,EAST  163 STREET,10459,3475900750,American,6/30/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,15,,,4/2/2019,Cycle Inspection / Initial Inspection
40740446,TERESA'S GOURMET,BRONX,1298,CROSBY AVE,10461,7188284002,Bakery,8/7/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,8/7/2017,4/2/2019,Cycle Inspection / Re-inspection
50074517,MIA PIZZERIA,BRONX,2136,WILLIAMSBRIDGE RD,10461,7189753800,Pizza,4/19/2018,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,23,,,4/2/2019,Pre-permit (Operational) / Initial Inspection
41358451,ZEREGA AVENUE DELI,BRONX,1130,ZEREGA AVENUE,10462,7188295011,Delicatessen,7/19/2018,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,21,,,4/2/2019,Cycle Inspection / Initial Inspection
50084808,BESTIA KITCHEN,BRONX,1353,EDWARD L GRANT HWY,10452,9178012958,Other,11/30/2018,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,34,Not Yet Graded,,4/2/2019,Pre-permit (Operational) / Initial Inspection
41715309,LUCCHESE FOOD SERVICE,BRONX,515,EAST FORDHAM ROAD,10458,7184304972,American,2/20/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,27,B,2/20/2019,4/2/2019,Cycle Inspection / Re-inspection
40604207,CITY ISLAND DINER /SNUG BAR,BRONX,304,CITY ISLAND AVE,10464,7188859559,American,7/25/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,17,,,4/2/2019,Cycle Inspection / Initial Inspection
40512746,CROWN DINER,BRONX,79,EAST  161 STREET,10451,7185380309,American,5/10/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,77,,,4/2/2019,Cycle Inspection / Initial Inspection
50002532,KENNEDY FRIED CHICKEN,BRONX,2280,JEROME AVENUE,10453,7187085125,Chicken,3/29/2019,Establishment re-opened by DOHMH,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,15,Z,3/29/2019,4/2/2019,Cycle Inspection / Reopening Inspection
41699785,APPLEBEE'S,BRONX,65,METROPOLITAN OVAL,10462,3478024205,American,6/5/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,17,,,4/2/2019,Cycle Inspection / Initial Inspection
41099763,KIRAKU SUSHI JAPANESE RESTAURANT,BRONX,1948,WILLIAMSBRIDGE ROAD,10461,7183798866,Japanese,1/23/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,5,A,1/23/2019,4/2/2019,Cycle Inspection / Initial Inspection
41668846,FRUIT AND VEGETABLES ANAYELYS BOUTIQUE,BRONX,613,CRESCENT AVENUE,10458,3475975322,Spanish,1/24/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,7,,,4/2/2019,Cycle Inspection / Initial Inspection
41505347,WHITE CROSS FISHING CLUB BAR & GRILL,BRONX,750,CLARENCE AVENUE,10465,7185977347,American,7/18/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,A,7/18/2017,4/2/2019,Cycle Inspection / Initial Inspection
40578388,GIRALDA BAKERY,BRONX,1035,EAST  163 STREET,10459,7189918120,Bakery,3/12/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,25,,,4/2/2019,Cycle Inspection / Initial Inspection
41717385,HEALTHY FRESH,BRONX,621,EAST  187 STREET,10458,7186187200,Sandwiches/Salads/Mixed Buffet,3/15/2017,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,,,4/2/2019,Administrative Miscellaneous / Re-inspection
50063658,KENNEDY FRIED CHICKEN,BRONX,1051,OGDEN AVE,10452,7182932932,American,5/30/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,7,A,5/30/2017,4/2/2019,Pre-permit (Operational) / Initial Inspection
41391832,HARD ROCK CAFE,BRONX,0,161 STREET & RIVER AVENUE,,6469778888,American,7/25/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5,A,7/25/2017,4/2/2019,Cycle Inspection / Initial Inspection
50068545,MAJESTIC RESTAURANT,BRONX,709,E 187TH ST,10458,7186180032,Spanish,3/29/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,10,A,3/29/2019,4/2/2019,Cycle Inspection / Re-inspection
50067966,NEW DREAM STATION CHINESE RESTAURANT,BRONX,3809,WHITE PLAINS RD,10467,7187986936,Chinese,8/28/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,19,,,4/2/2019,Cycle Inspection / Initial Inspection
50032873,JAMEX SPORTS BAR,BRONX,3447,BAYCHESTER AVE,10469,3479489119,Caribbean,1/26/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,20,,,4/2/2019,Cycle Inspection / Initial Inspection
41686207,PETE'S CAFE,BRONX,570,EAST FORDHAM ROAD,10458,7187337416,American,9/27/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,27,,,4/2/2019,Cycle Inspection / Initial Inspection
41448381,ACCRA RESTAURANT,BRONX,2041,DAVIDSON AVENUE,10453,7185848500,African,4/20/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,17,,,4/2/2019,Cycle Inspection / Initial Inspection
50083747,RAYONS CARIBBEAN & INTERNATIONAL RESTAURANT,BRONX,3003A,WEBSTER AVE,10458,9176881477,Caribbean,1/2/2019,Violations were cited in the following area(s).,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Critical,49,,,4/2/2019,Pre-permit (Operational) / Initial Inspection
41004145,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,BRONX,135,GUNHILL ROAD,10467,3476028111,Caribbean,5/18/2017,Violations were cited in the following area(s).,10J,''''Wash hands sign not posted at hand wash facility.,Not Critical,14,,,4/2/2019,Cycle Inspection / Initial Inspection
50055402,CURRY & KEBAB,BRONX,3111,BAINBRIDGE AVE,10467,9176916292,Indian,4/10/2018,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,16,,,4/2/2019,Cycle Inspection / Initial Inspection
50046737,POLLO CAMPERO,BRONX,1590,WESTCHESTER AVE,10472,5165035301,Spanish,6/18/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,9,A,6/18/2018,4/2/2019,Cycle Inspection / Initial Inspection
50087243,LOS SAZONES LATINO,BRONX,1048,WOODYCREST AVE,10452,7186509530,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/20/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,3/20/2019,4/2/2019,Pre-permit (Operational) / Re-inspection
50051365,SABROSURA,BRONX,1200,CASTLE HILL AVE,10462,7185971344,Spanish,6/6/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,30,,,4/2/2019,Pre-permit (Operational) / Initial Inspection
50015881,TREMONT PIZZA,BRONX,924,E TREMONT AVE,10460,9292659299,Pizza/Italian,5/31/2018,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,12,A,5/31/2018,4/2/2019,Cycle Inspection / Initial Inspection
40654198,DUNKIN' DONUTS,BRONX,1780,EAST GUNHILL ROAD,10469,7183204070,Donuts,2/24/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,A,2/24/2018,4/2/2019,Cycle Inspection / Initial Inspection
41534382,THE SUNY MARITIME U. VANDERCLUTE,BRONX,6,PENNYFIELD AVE,10465,7184095092,American,3/24/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,3/24/2016,4/2/2019,Cycle Inspection / Initial Inspection
41303198,OASIS RESTAURANT & SPORTS BAR,BRONX,3441,JEROME AVENUE,10467,7184050420,Spanish,4/5/2016,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,12,A,4/5/2016,4/2/2019,Cycle Inspection / Initial Inspection
41400142,IHOP,BRONX,961,EAST  174 STREET,10460,7188604467,American,3/24/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,11,A,3/24/2016,4/2/2019,Cycle Inspection / Initial Inspection
41334829,DOYLES PUB,BRONX,1024,MORRIS PARK AVENUE,10461,7188229828,Irish,5/5/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,19,B,5/5/2016,4/2/2019,Cycle Inspection / Re-inspection
41658466,FISH N TING RESTAURANT,BRONX,4063,BOSTON ROAD,10466,7188816116,Caribbean,5/21/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,5/21/2018,4/2/2019,Cycle Inspection / Re-inspection
50053334,KFC,BRONX,375,E 149TH ST,10455,7185858333,Chicken,2/24/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,21,,,4/2/2019,Cycle Inspection / Initial Inspection
40927908,TEDDY'S CAFE,BRONX,805,ZEREGA AVENUE,10473,7182397050,American,8/31/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,,,4/2/2019,Cycle Inspection / Initial Inspection
41436074,MICHAEL ANGELO'S BRICK OVEN,BRONX,2477,ARTHUR AVENUE,10458,7186187310,Pizza/Italian,8/4/2015,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,Not Critical,,,,4/2/2019,Administrative Miscellaneous / Initial Inspection
50070387,EMPANADAS MONUMENTAL,BRONX,752,ALLERTON AVE,10467,3479474700,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/16/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Critical,96,,,4/2/2019,Cycle Inspection / Initial Inspection
40856325,STARBUCKS,BRONX,1385,METROPOLITAN AVENUE,10462,7183191702,CafÃƒÂ©/Coffee/Tea,12/14/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,12/14/2017,4/2/2019,Cycle Inspection / Initial Inspection
41640977,SAL'S PIZZA,BRONX,3167,BAINBRIDGE AVENUE,10467,7188810940,Pizza,10/24/2016,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,47,,,4/2/2019,Cycle Inspection / Re-inspection
50002478,VILLA TAPIA RESTAURANT,BRONX,245,BROOK AVENUE,10454,9178011415,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9/14/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,33,C,9/14/2017,4/2/2019,Cycle Inspection / Re-inspection
50018501,SABOR LATINO RESTAURANT CUCHIFRITO,BRONX,1017,WESTCHESTER AVE,10459,3475770619,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/15/2018,Establishment re-opened by DOHMH,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9,C,10/15/2018,4/2/2019,Cycle Inspection / Reopening Inspection
50004203,BULLPEN DELI TWIN DONUT,BRONX,66,E 161ST ST,10451,7185858627,American,10/4/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,16,B,10/4/2017,4/2/2019,Cycle Inspection / Re-inspection
41293756,STARLIGHT GRILL RESTAURANT & SWEETS,BRONX,8002,ASTORIA BOULEVARD,,7185058800,Pakistani,12/11/2017,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,28,,,4/2/2019,Cycle Inspection / Initial Inspection
50046601,MADDEN'S UPTOWN BAR & GRILL,BRONX,5757,BROADWAY,10463,9292433480,American,4/5/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,27,,,4/2/2019,Cycle Inspection / Initial Inspection
41405086,REYNA RESTAURANT,BRONX,1969,UNIVERSITY AVENUE,10453,7187131593,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2/6/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,11,A,2/6/2018,4/2/2019,Cycle Inspection / Initial Inspection
50043384,BURGER KING,BRONX,1607,WESTCHESTER AVE,10472,6466858366,Hamburgers,3/6/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,28,,,4/2/2019,Cycle Inspection / Initial Inspection
40919065,EDISON RESTAURANT,BRONX,1203,MANOR AVENUE,10472,7188931339,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/9/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,17,,,4/2/2019,Cycle Inspection / Initial Inspection
50047823,TIEN LUNG CHINESE RESTAURANT,BRONX,3966,WHITE PLAINS RD,10466,3478190697,Chinese,10/29/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,48,,,4/2/2019,Cycle Inspection / Initial Inspection
41705634,EXPRESS BROOK LUNCH RESTAURANT,BRONX,502,EAST  138 STREET,10454,7185855880,Spanish,6/7/2017,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,38,,,4/2/2019,Cycle Inspection / Initial Inspection
50054609,CHINA WOK III,BRONX,2459,WEBSTER AVE,10458,7185842488,Chinese,9/20/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,9/20/2016,4/2/2019,Pre-permit (Operational) / Initial Inspection
50059279,CITY VIEW DINER,BRONX,901,SHERIDAN AVE,10451,7185880550,American,8/31/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,21,,,4/2/2019,Cycle Inspection / Initial Inspection
41545589,ADDEO'S RIVERDALE PIZZERIA,BRONX,5654,RIVERDALE AVENUE,10471,7185494750,Pizza/Italian,1/9/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,1/9/2018,4/2/2019,Cycle Inspection / Initial Inspection
50045892,SABORES,BRONX,582,MORRIS AVE,10451,7184011653,Spanish,1/27/2017,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,Not Critical,,,,4/2/2019,Administrative Miscellaneous / Initial Inspection
50071281,SOSUA SEAFOOD,BRONX,57,W 170TH ST,10452,9179624242,Seafood,6/20/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,A,6/20/2018,4/2/2019,Cycle Inspection / Initial Inspection
50000741,CEMITAS PUEBLA RESTAURANT,BRONX,679,ALLERTON AVE,10467,7185477350,Spanish,1/19/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,13,A,1/19/2017,4/2/2019,Cycle Inspection / Re-inspection
50036454,MOSS CAFE,BRONX,3260,JOHNSON AVE,10463,3472755000,Jewish/Kosher,11/1/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,44,,,4/2/2019,Cycle Inspection / Initial Inspection
50008064,J & LEE'S DELI,BRONX,214,E 188TH ST,10458,7182953158,Delicatessen,7/5/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,23,,,4/2/2019,Cycle Inspection / Initial Inspection
40885478,ROCA TONE SEAFOOD RESTAURANT,BRONX,3740,WHITE PLAINS ROAD,10467,7186546480,Caribbean,5/31/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,5/31/2018,4/2/2019,Cycle Inspection / Re-inspection
41303793,LITTLE CAESARS,BRONX,623,EAST TREMONT AVENUE,10457,3472715300,Pizza,5/15/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,5/15/2018,4/2/2019,Cycle Inspection / Initial Inspection
50063198,KENNEDY FRIED CHICKEN,BRONX,879,E TREMONT AVE,10460,7182990045,Chicken,5/5/2017,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,13,A,5/5/2017,4/2/2019,Pre-permit (Operational) / Initial Inspection
41697275,SALSA CON FUEGO,BRONX,2297,CEDAR AVENUE,10468,7185616161,American,10/15/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,10/15/2015,4/2/2019,Cycle Inspection / Re-inspection
50060160,$ 1 SLICE PIZZA,BRONX,3414,JEROME AVE,10467,3479930598,Pizza,4/25/2017,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,8,A,4/25/2017,4/2/2019,Pre-permit (Operational) / Initial Inspection
41136985,GLACKEN'S BAR,BRONX,135,EAST  149 STREET,10451,7185857082,American,7/25/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,7/25/2017,4/2/2019,Cycle Inspection / Initial Inspection
41565678,CHECKERS,BRONX,260,EAST  161 STREET,10451,7185857777,Hamburgers,7/2/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,7/2/2018,4/2/2019,Cycle Inspection / Re-inspection
50062979,EL CARBONCITO RESTAURANT,BRONX,1524,WATSON AVE,10472,7188938211,Mexican,8/30/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,19,,,4/2/2019,Pre-permit (Operational) / Initial Inspection
50011380,SOUTHSIDE CAFE (Produce Market),BRONX,300C,HUNTS POINT TERMINAL MARKET,10474,7183784045,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/10/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,25,,,4/2/2019,Cycle Inspection / Initial Inspection
41579661,DUNKIN' DONUTS,BRONX,3421,EAST TREMONT AVENUE,10465,7188236660,Donuts,7/30/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10,A,7/30/2018,4/2/2019,Cycle Inspection / Initial Inspection
41396660,NATHAN'S (STAND 312),BRONX,1,EAST  161 STREET,10451,9172843260,American,5/25/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,5/25/2016,4/2/2019,Cycle Inspection / Initial Inspection
40380253,RIVERDALE DINER,BRONX,3657,KINGSBRIDGE AVENUE,10463,7188846050,American,5/18/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,5/18/2018,4/2/2019,Cycle Inspection / Initial Inspection
50038449,NAIA DELI GRILL JUICE AND SALAD BAR,BRONX,2115,WASHINGTON AVE,10457,9172957142,American,2/20/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,22,,,4/2/2019,Cycle Inspection / Initial Inspection
40549885,MONTEZUMA RESTAURANT,BRONX,119,WEST KINGSBRIDGE ROAD,10468,7186016400,Mexican,5/22/2017,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,22,,,4/2/2019,Cycle Inspection / Initial Inspection
50051703,LI'S KITCHEN,BRONX,2515,WILLIAMSBRIDGE RD,10469,7185191881,Chinese,7/26/2018,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,20,,,4/2/2019,Cycle Inspection / Initial Inspection
50070312,LOUIE & ERNIE'S,BRONX,1300,CROSBY AVE,10461,7188296230,Pizza,8/31/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,25,,,4/2/2019,Cycle Inspection / Initial Inspection
41676393,JOHNNY'S PIZZA RESTAURANT,BRONX,535,EAST  180 STREET,10457,7183656565,Pizza,10/24/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,A,10/24/2017,4/2/2019,Cycle Inspection / Re-inspection
40530630,NACIONAL BAKERY #1,BRONX,1484,WESTCHESTER AVENUE,10472,7188930168,Bakery,10/2/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,10/2/2018,4/2/2019,Cycle Inspection / Initial Inspection
40886422,THE BEST ITALIAN PIZZA,BRONX,412,EAST  149 STREET,10455,7185856444,Pizza,12/8/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,32,,,4/2/2019,Cycle Inspection / Initial Inspection
41292261,PRIME TIME CARIBBEAN BAKERY,BRONX,3418,BOSTON ROAD,10469,3473464026,Bakery,11/14/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,,,4/2/2019,Cycle Inspection / Initial Inspection
